"Report Name: TG Monthly Bing Ads Product Spend"
"Report Time: 10/20/2025,10/26/2025"
"Time Zone: (GMT-08:00) Pacific Time (US & Canada); Tijuana"
"Last Completed Available Day: 10/28/2025 12:20:00 AM (GMT)"
"Last Completed Available Hour: 10/28/2025 12:20:00 AM (GMT)"

"Merchant product ID","Custom label 1 (Product)","Title","Brand","Price","Spend","Impressions","Clicks","CTR","Avg. CPC","Conversions","Revenue","Impression share","Impression share lost to rank","Absolute top impression share"
"31081985114157/ Duplicates","94822","Electric Grease Pump W/ Low-Level Sensor - P203 Series 24V","Lincoln Industrial","2260.63","0.32","42","1","2.38%","0.32","0.00","0.00","0.00%","0.00%","0.00"
"34373067997229/ Duplicates","05MA20IB2906YY","2"" x 1-13/16"" MaxRok Heavy Duty Machine Swivel Caster 400 lbs. Cap.","Durable Superior Casters","22.37","0.32","209","1","0.48%","0.32","0.00","0.00","35.56%","62.22%","0.00"
"44608385581281","STAIR36OI-13-122","Bluff OSHA Stairway - 11 to 16 Steps - 13 / 122","Bluff Manufacturing","3880","0.32","4","1","25.00%","0.32","0.00","0.00","30.00%","70.00%","10.00"
"83900","","Lincoln SL-33 Grease Injector, 1 NPTF(M)","Lincoln Industrial","54.45","0.32","3","1","33.33%","0.32","0.00","0.00","100.00%","0.00%","0.00"
"5009","","Grease Fitting","Lincoln Industrial","3.84","0.31","9","1","11.11%","0.31","0.00","0.00","12.82%","87.18%","0.00"
"270784","","Zerk-Lock Grease Fitting Adapter","Lincoln Industrial","6.28","0.30","65","1","1.54%","0.30","0.00","0.00","30.99%","64.33%","1.17"
"46176519618785","PB60/800","Forklift Broom Brush - 8 Rows","Apex Hoppers","1697.07","0.30","5","1","20.00%","0.30","0.00","0.00","60.00%","40.00%","0.00"
"NF72532","","Particle Board Decking for Storage Racks, 48 / 36","Lyon","36.58","0.30","1","1","100.00%","0.30","0.00","0.00","12.50%","87.50%","0.00"
"32158216224813/ Duplicates","PDS-40-6PHFP","Pallet Dolly w/ Fork Pockets","Little Giant","578.83","0.28","21","1","4.76%","0.28","0.00","0.00","6.90%","89.66%","0.00"
"46584324489441","R-1010-S30-R","Vector S30 Removable Crash-Rated Bollard (36"" Height)","Reliance Foundry","2065.5","0.27","5","1","20.00%","0.27","0.00","0.00","100.00%","0.00%","0.00"
"53CD60LR2419YY","","6"" x 3"" Energy Saver Hvy-Duty Ductile Steel Swivel Caster - 2,400 Lbs Cap., Standard","Durable Superior Casters","227.55","0.27","4","1","25.00%","0.27","0.00","0.00","100.00%","0.00%","0.00"
"DD21-DCH","","Metro Super Erecta 8 in High Shelf Divider for Wire Shelves, Copper Hammertone / 21","Metro","48.89","0.27","2","1","50.00%","0.27","0.00","0.00","66.67%","33.33%","0.00"
"3056","","36"" Whip Hose W/ Button-Head Coupler","Lincoln Industrial","197.68","0.26","1","1","100.00%","0.26","0.00","0.00","100.00%","0.00%","0.00"
"31082048815149/ Duplicates","644-46073-6","Electric Grease Pump","Lincoln Industrial","1463.77","0.26","45","1","2.22%","0.26","0.00","0.00","30.00%","70.00%","0.00"
"44853644656865","UR6","Modular U-Racks for Bar & Pipe Storage - Up to 10,000 lbs Capacity - 6,000 lbs","Meco-Omaha","110.55","0.26","25","1","4.00%","0.26","0.00","0.00","27.40%","71.23%","4.11"
"260197","","Four-Wheeled Hydraulic Pedalift Jack with Foot Pump, 750 lb Capacity, Forks","Wesco","9622.86","0.25","11","1","9.09%","0.25","0.00","0.00","36.36%","63.64%","0.00"
"42964658815201","GR-4-S2","Heavy Duty Warehouse Double Guard Rail Starter Unit - 4 ft","Handle-It","553.09","0.25","429","1","0.23%","0.25","0.00","0.00","41.38%","17.24%","0.00"
"45246994481377","274238","Power LiftKar HD Truck with Adjustable Handle and Brake System - Extended Height Fold","Wesco","15196.02","0.25","1","1","100.00%","0.25","0.00","0.00","50.00%","50.00%","0.00"
"BSRS","","Bar Storage Rack, Starter","Storage Products Group","1846.89","0.25","27","1","3.70%","0.25","0.00","0.00","47.62%","52.38%","2.38"
"31080876081197","SS60JS92","6"" x 2"" Semi-Steel Wheel - 1200 lbs. Capacity","Durable Superior Casters","32.15","0.24","36","1","2.78%","0.24","0.00","0.00","58.82%","39.22%","0.00"
"46380526436577","SSG565","Single Steel Folding Gates - 72"" / 48"" - 60""","Illinois Engineered Products","351.54","0.24","3","1","33.33%","0.24","0.00","0.00","21.43%","78.57%","0.00"
"244048","","Quicklinc Push-In Style Fittings for Nylon Tubing","Lincoln Industrial","8.27","0.22","11","1","9.09%","0.22","0.00","0.00","50.00%","41.67%","25.00"
"31081373270061","SR-58","Closed style Foreman's Desk","Tennsco","952.87","0.22","7","1","14.29%","0.22","0.00","0.00","17.39%","78.26%","0.00"
"32158270128173/ Duplicates","J2478SU-BLK","Jumbo Storage Cabinet (Pre-Assembled) 48""W x 24""D x 78""H - Black","Tennsco","1165.73","0.22","90","1","1.11%","0.22","0.00","0.00","3.60%","96.40%","0.00"
"PP50GA44","","5"" x 1-1/4"" Poly-Pro Wheel Black/Gray - 350 lbs. Capacity","Durable Superior Casters","6.56","0.22","11","1","9.09%","0.22","1.00","130.78","66.67%","33.33%","0.00"
"237695","","SPRING","Lincoln Industrial","6.59","0.21","1","1","100.00%","0.21","0.00","0.00","33.33%","66.67%","0.00"
"21PP50GI4470YY","","5"" x 1-1/4"" Poly-Pro Threaded Swivel Stem Caster - 350 lb. Cap","Durable Superior Casters","16.01","0.20","2","1","50.00%","0.20","0.00","0.00","100.00%","0.00%","0.00"
"31080830566445/ Duplicates","82730","Lincoln PowerMaster 4 Air Motor","Lincoln Industrial","4529.33","0.20","20","2","10.00%","0.10","0.00","0.00","66.67%","33.33%","33.33"
"DG36L","","Door Track Protector - Left, 36""","Bluff Manufacturing","93","0.20","7","1","14.29%","0.20","0.00","0.00","62.50%","37.50%","0.00"
"P 8 SCH 40 @ 84"" GALV","","Steel Pipe Bollards, Galvanized / 8""","S4 Bollards","484.29","0.20","7","1","14.29%","0.20","0.00","0.00","100.00%","0.00%","28.57"
"31081287516205","TR5-2516-8WT","Tub Rack W/ Cross Stack Tubs - White","Quantum Storage Systems","667.35","0.19","5","1","20.00%","0.19","0.00","0.00","80.00%","20.00%","0.00"
"32158239785005","TR6-2516-8WT","Tub Rack W/ Cross Stack Tubs - White","Quantum Storage Systems","699.65","0.19","1","1","100.00%","0.19","0.00","0.00","33.33%","66.67%","0.00"
"SL-21HD-DP","","Heavy-Duty Ships Ladder All Welded - 65 Degree Angle, 21 / Diamond Plate / 199 1/2","Wildeck","4337","0.19","2","1","50.00%","0.19","0.00","0.00","100.00%","0.00%","0.00"
"31080828469293","76600B","50' High-Pressure Grease Hose","Lincoln Industrial","687.27","0.18","7","1","14.29%","0.18","0.00","0.00","25.93%","66.67%","7.41"
"31082068901933/ Duplicates","P40162601114","Quicklub QLS 401 Electric Grease Pump - 120 VAC-UL","Lincoln Industrial","1510.38","0.18","10","1","10.00%","0.18","0.00","0.00","0.00%","0.00%","0.00"
"43732797423841","L61-6","Aluminum Flange - 1 in ID/1.315 in OD Pipe","Kee Safety","29.27","0.18","1","1","100.00%","0.18","0.00","0.00","20.00%","80.00%","20.00"
"KIT14-YCDNE","","Skipper Wall Mounted Retractable Barrier Kit (Magnetic), Yellow / Do Not Enter","Skipper","170.95","0.18","2","1","50.00%","0.18","0.00","0.00","50.00%","50.00%","0.00"
"RA50JB48","","5"" x 2"" Mold-On Aluminum Wheel w/ Ball Bearing - 500 lbs. Capacity","Durable Superior Casters","45.12","0.17","9","1","11.11%","0.17","0.00","0.00","100.00%","0.00%","0.00"
"31082212032557","80933","Button Head Coupler","Lincoln Industrial","116.79","0.16","13","1","7.69%","0.16","0.00","0.00","92.31%","7.69%","7.69"
"33135475130413","AT-CV-SUB-KIT-AT-CV-WHEEL-ASSY","AutoTwirler Corvette Subframe w/ 8"" Polyon Cast Wheels (Bare Steel)","Auto Twirler","2328.52","0.16","10","1","10.00%","0.16","0.00","0.00","20.93%","67.44%","0.00"
"40917596799144/ Duplicates","AA-45","Angle Adapter - 45 Degree - AA-45","Handle-It","55.56","0.16","10","1","10.00%","0.16","0.00","0.00","0.00%","100.00%","0.00"
"43564968149217/ Duplicates","16GFEW","16 Gallon Portable Self-Contained Hughes Eyewash Station, Gravity-Fed - 16GFEW","Justrite","440.21","0.16","14","1","7.14%","0.16","0.00","0.00","0.00%","0.00%","0.00"
"43698284331233/ Duplicates","AU8","Series 4000 Standard Heavy Duty Cantilever Rack","Meco-Omaha","1096.82","0.16","172","2","1.16%","0.08","0.00","0.00","20.90%","76.12%","4.48"
"43701360492769","SWM-SA-1100AA-C+SWS-1100-ASM","Model 1100AA-C Automatic Pallet Stretch Wrap Machine","Handle-It","26300","0.16","12","2","16.67%","0.08","0.00","0.00","15.00%","83.33%","1.67"
"43910704201953","AT-CV-SUB-KIT","AutoTwirler Corvette Subframe w/NO Casters","Auto Twirler","1930.96","0.16","43","1","2.33%","0.16","0.00","0.00","20.00%","71.00%","2.00"
"508037010014","","PTE33N Battery for Powered Pallet Jack (Battery Only)","Noblelift","900","0.16","44","2","4.55%","0.08","0.00","0.00","56.16%","42.47%","13.70"
"DGB33-2743","","DGB33 Ergo Lift: Powerful & Efficient Electric Scissor Lift, 27""","Noblelift","2380","0.16","6","2","33.33%","0.08","0.00","0.00","5.00%","94.17%","2.50"
"LA90-350","","Makinex Jackhammer Lift Assist - LA90-350","Makinex","999.9","0.16","6","1","16.67%","0.16","0.00","0.00","60.00%","40.00%","30.00"
"SL-6HD-SG","","Heavy-Duty Ships Ladder All Welded - 65 Degree Angle, 6 / Safety Grating / 57","Wildeck","2354","0.16","7","1","14.29%","0.16","0.00","0.00","50.00%","50.00%","0.00"
"31546428063789/ Duplicates","CLN-211","Collision Sentry - CLN-211","Sentry Protection Products","265","0.15","59","1","1.69%","0.15","0.00","0.00","33.33%","66.67%","0.00"
"43429410865377","BN-MSN-107.5","Modular Pallet Rack Safety Netting - Standard/J-Hook Attachments - 9 ft / Standard","Adrian's Safety Solutions","115","0.15","144","1","0.69%","0.15","0.00","0.00","83.33%","7.41%","16.67"
"CP019","","Quick Change Bolt Caster Plate (4-1/2"" x 6-1/4"")","Durable Superior Casters","13.58","0.15","14","1","7.14%","0.15","0.00","0.00","80.00%","20.00%","6.67"
"J2478A-N-BLK","","Jumbo Storage Cabinet (Unassembled) 48""W x 24""D x 78""H, Black","Tennsco","930.63","0.15","30","1","3.33%","0.15","0.00","0.00","100.00%","0.00%","41.38"
"31083478482989","83337","Lincoln SL-32 Grease Injector - 1 NPTF(M)","Lincoln Industrial","59.47","0.14","3","1","33.33%","0.14","0.00","0.00","100.00%","0.00%","33.33"
"45555839762657","CB75","Crane Dumping Bucket - 8,000 lbs Capacity - 0.75","Apex Hoppers","2636.92","0.14","25","2","8.00%","0.07","0.00","0.00","48.94%","51.06%","12.77"
"46625833812193","16SYS9636L","Portable Steel Yard Ramp 16,000 lb Capacity","Bluff Manufacturing","25929.64","0.14","9","1","11.11%","0.14","0.00","0.00","50.00%","50.00%","0.00"
"5178","","8MM Grease Fitting","Lincoln Industrial","0.92","0.14","13","1","7.69%","0.14","0.00","0.00","57.89%","42.11%","10.53"
"5183","","10MM Grease Fitting 90 Degree","Lincoln Industrial","1.63","0.14","17","2","11.76%","0.07","0.00","0.00","44.12%","55.88%","8.82"
"MVA5501","","10 mm X 14 mm Compression Adapter","Lincoln Industrial","8.68","0.14","22","1","4.55%","0.14","0.00","0.00","61.76%","38.24%","14.71"
"42949261787361/ Duplicates","BO-6-42-MD","Steel Surface Mount Bollard 4""/6"" Diameter (42""H) - 6""","Handle-It","156.92","0.13","32","1","3.13%","0.13","0.00","0.00","50.00%","50.00%","0.00"
"MMJ-10","","Mechanical Machinery Jack, 5 Tons","Vestil","348.83","0.13","7","1","14.29%","0.13","0.00","0.00","8.70%","86.96%","0.00"
"SDU8","","Series 4000 Standard Heavy Duty Cantilever Rack, 8 / Double Sided / Starter Kit","Meco-Omaha","2837.98","0.13","5","1","20.00%","0.13","0.00","0.00","30.77%","61.54%","0.00"
"STAIR36OI-14-133","","Bluff OSHA Stairway - 11 to 16 Steps, 14 / 133","Bluff Manufacturing","4137.14","0.13","9","1","11.11%","0.13","0.00","0.00","36.36%","63.64%","9.09"
"31082440097837","MV6410","Mityvac ATF Refill System 1 Gal.","Lincoln Industrial","353.27","0.12","31","1","3.23%","0.12","0.00","0.00","55.32%","44.68%","2.13"
"37HU60JI6419YY","","6"" x 2"" Ergolastomer Spring Loaded Swivel Caster - 675 Capacity","Durable Superior Casters","162.37","0.12","14","1","7.14%","0.12","0.00","0.00","84.62%","15.38%","23.08"
"44035846602977","HWT44","Forklift Tire Booties","Tire Booties","21.64","0.12","8","2","25.00%","0.06","0.00","0.00","66.67%","33.33%","11.11"
"DD232767","","Painted Steel Workbench Top, 60 W x 30 D","Lyon","176.76","0.12","1","1","100.00%","0.12","0.00","0.00","20.00%","80.00%","20.00"
"DG36R","","Door Track Protector - Right, 36""","Bluff Manufacturing","93","0.12","3","1","33.33%","0.12","0.00","0.00","100.00%","0.00%","0.00"
"ES40E-LI","","Scissor Aerial Work Platform - 500 lbs Capacity, 13/19/26' Lift, 157","Ekko Lifts","14398","0.12","1","1","100.00%","0.12","0.00","0.00","5.26%","84.21%","0.00"
"31083552800813/ Duplicates","4040SA1PFP-B","4"" x 2"" Colson Performa Swivel Caster w/ Top Lock Brake - 500 lbs. Cap.","Colson","30.37","0.11","22","1","4.55%","0.11","0.00","0.00","100.00%","0.00%","0.00"
"F89188BS","","Valley Craft Corner Workbench, Silver","Valley Craft","945","0.11","5","1","20.00%","0.11","0.00","0.00","83.33%","0.00%","0.00"
"31080690712621","A11-B1-CA1-D16","B&P Aluminum Hand Truck Double Handle Proflex Wheels","B&P Manufacturing","249.96","0.10","2","1","50.00%","0.10","0.00","0.00","25.00%","62.50%","12.50"
"31083794858029","M998116","Flat Top Moving Dolly 12"" x 16"" - 1500 lb. Capacity","Merrick Machine","70.83","0.10","6","1","16.67%","0.10","0.00","0.00","4.14%","94.48%","0.69"
"36574166089896","CN50GH44","5"" x 1-1/4"" Conductive Thermo Rubber Wheel","Durable Superior Casters","27.13","0.10","3","2","66.67%","0.05","1.00","78.07","100.00%","0.00%","33.33"
"4060SA1PFP","","6"" x 2"" Colson Performa Wheel Swivel Caster 450 lbs. Capacity, None","Colson","44.21","0.10","33","1","3.03%","0.10","0.00","0.00","65.22%","32.61%","13.04"
"43702611640545/ Duplicates","SWM-SA-1200UL+OP AVVCOL4","Model 1200UL Semi-Automatic Ultra-Low Pallet Stretch Wrap Machine - 118""","Handle-It","17705.36","0.10","71","1","1.41%","0.10","0.00","0.00","20.00%","80.00%","0.00"
"46289620533473","PPP-YL-06-042-CB","6"" x 42"" Collapsible Locking Bollards","S4 Bollards","352.14","0.10","7","2","28.57%","0.05","0.00","0.00","54.55%","45.45%","9.09"
"OR-486060-BL","","High-Capacity Portable Stack Racks - Maximize Storage Efficiency, 48x60x60 (Blue)","Ohio Rack","315","0.10","30","1","3.33%","0.10","0.00","0.00","17.82%","80.20%","0.00"
"S4NPP-4840-FP","","Plastic Industrial Pallet 48"" x 40"" - 8,800 lbs. Static Load","Nelson","102.86","0.10","42","1","2.38%","0.10","0.00","0.00","19.43%","74.88%","0.95"
"31080633434157","25926","Conversion Kit for Safety Cabinet, Manual-Close to Self-Close Door","Justrite","455.07","0.09","13","1","7.69%","0.09","0.00","0.00","64.71%","35.29%","17.65"
"43104635322593/ Duplicates","904-Blue","Salesman Collapsible Hand Truck - Blue","Dutro","258.24","0.09","51","1","1.96%","0.09","0.00","0.00","14.29%","85.71%","0.00"
"44898354987233","R-1040-C40-R","Halvard C40-R Removable Crash-Rated Bollard - (36"" Height x 6-5/8"" Diameter)","Reliance Foundry","1402.5","0.09","3","1","33.33%","0.09","0.00","0.00","100.00%","0.00%","33.33"
"46109989535969","OR-727263-OR","High-Capacity Portable Stack Racks - Maximize Storage Efficiency - 72x72x63 (Orange)","Ohio Rack","515","0.09","15","1","6.67%","0.09","0.00","0.00","33.33%","66.67%","0.00"
"FB-54x4x175","","ForkBooties, 54x4x1.75","Tire Booties","168","0.09","2","1","50.00%","0.09","0.00","0.00","100.00%","0.00%","0.00"
"NR530","","NR530 Ride-On Electric Scrubber - Efficient Cleaning","Noblelift","4693.33","0.09","43","1","2.33%","0.09","0.00","0.00","8.56%","85.64%","1.38"
"OR-486048-G","","High-Capacity Portable Stack Racks - Maximize Storage Efficiency, 48x60x48 (Green)","Ohio Rack","360","0.09","33","1","3.03%","0.09","0.00","0.00","35.00%","65.00%","0.00"
"OR-727263-OR","","High-Capacity Portable Stack Racks - Maximize Storage Efficiency, 72x72x63 (Orange)","Ohio Rack","515","0.09","29","1","3.45%","0.09","0.00","0.00","25.45%","70.91%","0.00"
"1710LM","","Column Protectors for Weight Bearing Columns 42""H (Yellow), Lime / 10in Square I.D.","Eagle Manufacturing","346.76","0.08","1","1","100.00%","0.08","0.00","0.00","100.00%","0.00%","0.00"
"272035","","Wesco Steel Deluxe Folding Handle Truck - 23"" x 35"" - 660 lbs Capacity","Wesco","458.43","0.08","1","1","100.00%","0.08","0.00","0.00","33.33%","66.67%","33.33"
"31082158194733/ Duplicates","270864","Pressure Relief Valve","Lincoln Industrial","135","0.08","23","1","4.35%","0.08","0.00","0.00","2.86%","96.19%","0.00"
"32157722869805","5050S","Steel Load Bar - 89"" - 104""","PCC","42.73","0.08","13","1","7.69%","0.08","0.00","0.00","46.67%","53.33%","6.67"
"34443775934509","28PU34JG0417YY","3-1/4"" x 2"" Polyon Cast Wheel Rigid Caster - 500 lbs. Capacity","Durable Superior Casters","39.5","0.08","4","1","25.00%","0.08","0.00","0.00","66.67%","33.33%","0.00"
"42940823109857","099-95 4-Pack","Durham Large Compartment Box (4-Pack)","Durham","144.24","0.08","5","1","20.00%","0.08","0.00","0.00","57.14%","42.86%","0.00"
"4329415639085","BR-4","Build-A-Rail Modular Guard Rail Kit","Handle-it","251.79","0.08","52","1","1.92%","0.08","0.00","0.00","84.44%","15.56%","55.56"
"43697870405857/ Duplicates","SMD6","Series 1000 Medium Duty Cantilever Rack - 6 / Double Sided / Starter Kit","Meco-Omaha","1199","0.08","2","1","50.00%","0.08","0.00","0.00","0.00%","0.00%","0.00"
"43811147317473","20SYS8436L","Bluff Portable Steel Yard Ramp - 36 ft / 20000 lbs","Bluff Manufacturing","21817","0.08","7","1","14.29%","0.08","0.00","0.00","16.22%","83.78%","0.00"
"45274540015841","A-1015","Pallet Jack Lift, 2200 lbs, 45""L x 21/27""W Fork - 45"" x 27""","Apollo Forklift","852.94","0.08","14","1","7.14%","0.08","0.00","0.00","20.59%","79.41%","2.94"
"45811758465249","A-3049","Full Electric Walkie Stacker 3300lbs Cap. Straddle Legs - 130in Lifting","Apollo Forklift","6029.41","0.08","5","1","20.00%","0.08","0.00","0.00","42.86%","57.14%","0.00"
"46046347067617","NX40JB4P","4"" x 2"" Ironman Wheel - 2200 Lbs. Capacity - Black","Durable Superior Casters","68.79","0.08","84","1","1.19%","0.08","0.00","0.00","67.86%","32.14%","3.57"
"46584323014881","R-7901-Flanged-BK","R-7901 Steel Bollard (36"" Height x 4-1/3"" Diameter) - Black / Flanged","Reliance Foundry","604.5","0.08","2","1","50.00%","0.08","0.00","0.00","100.00%","0.00%","50.00"
"5318","","Drive-Type Grease Fitting","Lincoln Industrial","3.04","0.08","20","1","5.00%","0.08","0.00","0.00","56.67%","43.33%","3.33"
"EK35LP","","EKKO Liquid Propane Forklift - 6000-7000 lbs Capacity, 7000 lbs","Ekko Lifts","36399","0.08","18","1","5.56%","0.08","0.00","0.00","18.52%","79.01%","4.94"
"RSR435-3","","Expandable Roll-Out Shelf Rack - 2000 lbs per Shelf, Easy Access, 48 / 36 / 62","Meco-Omaha","4637.26","0.08","7","1","14.29%","0.08","0.00","0.00","16.67%","77.78%","0.00"
"RSR437-4A","","Expandable Roll-Out Shelf Rack Add-On - 2000 lbs per Shelf, Easy Access, 48 / 36 / 85","Meco-Omaha","5374.72","0.08","4","1","25.00%","0.08","0.00","0.00","21.05%","78.95%","0.00"
"RSSV4040D+ESV40","","4"" Stainless Steel Internal Locking Removable Bollard with Embedment Sleeve (36"" Height), Dome","S4 Bollards","1267.49","0.08","1","1","100.00%","0.08","0.00","0.00","33.33%","66.67%","0.00"
"412SO-GRE-5S","","Standard Vinyl Basket Truck - 12 Bushel, Green / 4 Swivel / 5"" Clean Wheel System","R&B Wire","347.88","0.07","1","1","100.00%","0.07","0.00","0.00","100.00%","0.00%","100.00"
"A-3005","","Straddle Legs Pallet Stacker, 1100-2200 lbs Capacity, 63"" Lift Height, 2,200","Apollo Forklift","2400","0.07","12","1","8.33%","0.07","0.00","0.00","23.53%","72.55%","0.00"
"HU50JI64","","5"" x 2"" Ergolastomer Wheel - 1400 lbs. Capacity","Durable Superior Casters","44.74","0.07","3","1","33.33%","0.07","0.00","0.00","100.00%","0.00%","33.33"
"SL-15HD-SG","","Heavy-Duty Ships Ladder All Welded - 65 Degree Angle, 15 / Safety Grating / 142 1/2","Wildeck","4096","0.07","13","1","7.69%","0.07","0.00","0.00","66.67%","33.33%","0.00"
"31080753725485","D4DS10NR3345PY","10"" x 4"" Ductile Steel Kingpinless Swivel Caster Dual Wheel - 40,000 lbs. Cap.","Durable Superior Casters","2317.66","0.06","6","1","16.67%","0.06","0.00","0.00","75.00%","25.00%","12.50"
"31080916746285/ Duplicates","PF4080-OS-34BG","8"" Colson Performa Hand Truck Wheel 3/4"" Bearing Offset, 300 lbs. Cap.","Colson","47.27","0.06","272","1","0.37%","0.06","0.00","0.00","2.06%","97.94%","0.00"
"39370231513256/ Duplicates","276050","Heavy Duty Dock Seals for 8'H Roll-Up Doors","Wesco","985.31","0.06","132","1","0.76%","0.06","0.00","0.00","13.95%","86.05%","0.00"
"43104639647969/ Duplicates","58PMP-HD-Red","Single Pin Steel Hand Truck w/ Rubber Wheels Heavy Duty (55""H) - Red","Dutro","211.41","0.06","49","1","2.04%","0.06","0.00","0.00","11.11%","88.89%","0.00"
"44276879458529","QT501S72","Quiktree Cantilever Rack - 7' Column - Starter / 6 Ft / 3500 lbs","Storage Products Group","1647.17","0.06","4","1","25.00%","0.06","0.00","0.00","57.14%","42.86%","14.29"
"SN12LO51","","12"" x 3"" Eco-Rubber Flat Free Wheel (Offset Hub) - 650 lbs. Capacity, 1/2"" Inner Diameter","Durable Superior Casters","37.47","0.06","3","1","33.33%","0.06","0.00","0.00","66.67%","33.33%","0.00"
"17-8","","Clamp-on Crossover, 1-1/2 in ID/1.90 in OD Pipe","Kee Safety","37.72","0.05","2","1","50.00%","0.05","0.00","0.00","0.00%","0.00%","0.00"
"31080622653485/ Duplicates","24X36HD","Service Cart 24""W x 36""L- Heavy Duty","Dutro","386.33","0.05","142","1","0.70%","0.05","0.00","0.00","3.96%","95.05%","0.00"
"31080629141549/ Duplicates","DWC2X4","Dry Wall Cart","Dutro","484.89","0.05","63","1","1.59%","0.05","0.00","0.00","0.00%","0.00%","0.00"
"31080890662957/ Duplicates","75NM50GI4306YY","5"" x 1-1/4"" Nomadic Wheel Swivel Caster - 325 lbs. capacity","Durable Superior Casters","21.05","0.05","82","1","1.22%","0.05","0.00","0.00","13.33%","86.67%","0.00"
"31082819747885","RAMP-96","Steel Pick-Up/Van Ramps 96""","Vestil","190.43","0.05","9","1","11.11%","0.05","0.00","0.00","2.34%","90.64%","0.00"
"31083795218477/ Duplicates","M998117","Flat Top Heavy Duty Moving Dolly 12"" x 16"" - 2500 lb. Capacity","Merrick Machine","89.8","0.05","158","1","0.63%","0.05","0.00","0.00","10.45%","84.58%","0.00"
"37491975520424/ Duplicates","PP10HI51","10"" x 1-1/2 Poly-Pro Wheel Gray/Gray - 700bs. Capacity - 1/2"" ID Sealed Precision Beraring","Durable Superior Casters","35.04","0.05","91","1","1.10%","0.05","0.00","0.00","2.70%","95.95%","0.00"
"43104638435553/ Duplicates","1420SO-Blue","4 Wheel Appliance Hand Truck - Swing Out - Blue","Dutro","763.83","0.05","279","1","0.36%","0.05","0.00","0.00","5.26%","94.74%","2.63"
"43734461481185/ Duplicates","KGPVC16U","Kee Guard Non Penetrating Rooftop Railing - Long Kit - OSHA Certified - 16","Kee Safety","4821.32","0.05","40","1","2.50%","0.05","0.00","0.00","6.25%","87.50%","0.00"
"44472364433633","DD8300H1","8000 Series Steel Box Shelf - 20 Gauge - Heavy-Duty - 1 Pack / 48 W x 12 D","Lyon","34.5","0.05","1","1","100.00%","0.05","1.00","123.10","100.00%","0.00%","0.00"
"44472414765281","NF232716","Hardwood Workbench Top - 48 W x 36 D","Lyon","608.02","0.05","2","1","50.00%","0.05","0.00","0.00","5.56%","94.44%","0.00"
"A-2010","","Double Scissor Lift Table, 330-1760 lbs, 43""-59"" Lifting Height, 48"" x 24""","Apollo Forklift","1036.23","0.05","30","1","3.33%","0.05","0.00","0.00","20.18%","77.19%","0.88"
"ARCH-WH-06-052-S","","Architectural Bollard Covers for 6"" and 4"" Bollards (52"" Height), White / No","S4 Bollards","119.99","0.05","3","1","33.33%","0.05","0.00","0.00","50.00%","50.00%","0.00"
"BIN17222","","Waste Bin 8 Gallon (2 Pack)","Suncast Commercial","60.63","0.05","9","1","11.11%","0.05","0.00","0.00","46.67%","53.33%","6.67"
"CHOCK","","Noblelift Pallet Jack Wheel Chock: Durable & Versatile","Noblelift","32","0.05","10","1","10.00%","0.05","0.00","0.00","83.33%","16.67%","0.00"
"F86672","","Valley Craft Access Control Bin and Shelf Cabinet, 36 / Half Bins","Valley Craft","1895","0.05","1","1","100.00%","0.05","0.00","0.00","50.00%","50.00%","0.00"
"SR50GB42","","5"" x 1-1/4"" Soft Rubber Wheel Black - 350lbs. Capacity","Durable Superior Casters","10.72","0.05","34","1","2.94%","0.05","0.00","0.00","71.05%","28.95%","2.63"
"Total","-","-","-","-","-","59,600","782","1.31%","-","8.00","-","33.18%","51.62%","4.77"

"©2025 Microsoft Corporation. All rights reserved. "
